State,Year,Month,T2M,PRECTOTCORR
LOUISIANA,2009,5,23.03,3.78
LOUISIANA,2009,6,28.33,0.87
LOUISIANA,2009,7,29.3,5.03
LOUISIANA,2009,8,27.98,2.46
LOUISIANA,2009,9,25.76,3.99
LOUISIANA,2009,10,19.11,10.45
LOUISIANA,2009,11,13.27,1.74
LOUISIANA,2009,12,8.02,8.3
LOUISIANA,2010,1,5.93,2.8
LOUISIANA,2010,2,5.99,5.61
LOUISIANA,2010,3,12.14,2.01
LOUISIANA,2010,4,19.27,0.7
LOUISIANA,2010,5,25.68,2.6
LOUISIANA,2010,6,28.74,4.47
LOUISIANA,2010,7,28.85,3.86
LOUISIANA,2010,8,29.07,6.3
LOUISIANA,2010,9,26.63,1.13
LOUISIANA,2010,10,20.95,1.63
LOUISIANA,2010,11,14.71,4.82
LOUISIANA,2010,12,8.29,2.57
LOUISIANA,2011,1,6.83,3.66
LOUISIANA,2011,2,10.24,1.88
LOUISIANA,2011,3,15.81,4.11
LOUISIANA,2011,4,21.48,1.46
LOUISIANA,2011,5,24.58,1.37
LOUISIANA,2011,6,30.39,2.62
LOUISIANA,2011,7,29.49,4.64
LOUISIANA,2011,8,31.28,0.92
LOUISIANA,2011,9,23.94,6.89
LOUISIANA,2011,10,19.15,0.63
LOUISIANA,2011,11,15.3,3.32
LOUISIANA,2011,12,10.29,4.6
LOUISIANA,2012,1,12.27,5.07
LOUISIANA,2012,2,12.6,8.86
LOUISIANA,2012,3,18.63,6.0
LOUISIANA,2012,4,19.67,3.31
LOUISIANA,2012,5,24.21,2.03
LOUISIANA,2012,6,27.36,2.65
LOUISIANA,2012,7,27.35,6.31
LOUISIANA,2012,8,27.3,6.31
LOUISIANA,2012,9,24.89,4.22
LOUISIANA,2012,10,18.61,0.6
LOUISIANA,2012,11,13.63,1.41
LOUISIANA,2012,12,12.29,6.28
LOUISIANA,2013,1,10.54,11.24
LOUISIANA,2013,2,11.44,7.02
LOUISIANA,2013,3,12.07,2.25
LOUISIANA,2013,4,17.89,4.87
LOUISIANA,2013,5,21.29,5.03
LOUISIANA,2013,6,26.77,3.03
LOUISIANA,2013,7,27.69,3.58
LOUISIANA,2013,8,28.36,2.58
LOUISIANA,2013,9,27.55,4.2
LOUISIANA,2013,10,20.82,3.47
LOUISIANA,2013,11,12.19,2.85
LOUISIANA,2013,12,8.77,2.52
LOUISIANA,2014,1,5.4,1.16
LOUISIANA,2014,2,9.65,5.55
LOUISIANA,2014,3,12.5,3.91
LOUISIANA,2014,4,18.24,3.0
LOUISIANA,2014,5,22.4,6.44
LOUISIANA,2014,6,25.85,5.14
LOUISIANA,2014,7,26.7,4.06
LOUISIANA,2014,8,26.93,5.77
LOUISIANA,2014,9,25.21,3.25
LOUISIANA,2014,10,20.48,2.05
LOUISIANA,2014,11,11.48,2.38
LOUISIANA,2014,12,11.6,3.47
LOUISIANA,2015,1,7.55,4.66
LOUISIANA,2015,2,7.54,2.06
LOUISIANA,2015,3,16.25,4.76
LOUISIANA,2015,4,20.47,6.99
LOUISIANA,2015,5,23.4,7.23
LOUISIANA,2015,6,26.02,4.81
LOUISIANA,2015,7,28.06,2.35
LOUISIANA,2015,8,28.28,2.02
LOUISIANA,2015,9,26.41,2.21
LOUISIANA,2015,10,22.09,7.96
LOUISIANA,2015,11,16.27,6.69
LOUISIANA,2015,12,14.01,4.33
LOUISIANA,2016,1,8.18,2.95
LOUISIANA,2016,2,11.55,2.45
LOUISIANA,2016,3,17.16,7.43
LOUISIANA,2016,4,19.58,3.87
LOUISIANA,2016,5,22.7,3.33
LOUISIANA,2016,6,26.76,4.92
LOUISIANA,2016,7,28.62,3.96
LOUISIANA,2016,8,27.44,10.02
LOUISIANA,2016,9,25.68,2.67
LOUISIANA,2016,10,22.08,0.23
LOUISIANA,2016,11,16.86,2.42
LOUISIANA,2016,12,11.86,6.49
LOUISIANA,2017,1,12.46,5.01
LOUISIANA,2017,2,15.38,1.54
LOUISIANA,2017,3,17.26,3.36
LOUISIANA,2017,4,20.22,5.75
LOUISIANA,2017,5,22.09,5.61
LOUISIANA,2017,6,25.22,7.54
LOUISIANA,2017,7,27.15,4.28
LOUISIANA,2017,8,26.88,8.53
LOUISIANA,2017,9,24.38,0.23
LOUISIANA,2017,10,21.03,2.11
LOUISIANA,2017,11,16.12,1.81
LOUISIANA,2017,12,9.68,3.58
LOUISIANA,2018,1,5.82,3.8
LOUISIANA,2018,2,15.58,6.71
LOUISIANA,2018,3,15.73,4.21
LOUISIANA,2018,4,16.59,4.16
LOUISIANA,2018,5,25.56,1.35
LOUISIANA,2018,6,28.59,2.53
LOUISIANA,2018,7,29.25,3.77
LOUISIANA,2018,8,28.28,3.51
LOUISIANA,2018,9,26.76,5.65
LOUISIANA,2018,10,21.26,2.28
LOUISIANA,2018,11,12.07,5.53
LOUISIANA,2018,12,10.74,6.07
LOUISIANA,2019,1,8.57,4.34
LOUISIANA,2019,2,14.39,3.0
LOUISIANA,2019,3,13.83,0.8
LOUISIANA,2019,4,18.35,6.87
LOUISIANA,2019,5,23.88,6.75
LOUISIANA,2019,6,26.17,5.06
LOUISIANA,2019,7,27.0,5.2
LOUISIANA,2019,8,28.64,2.69
LOUISIANA,2019,9,28.81,1.19
LOUISIANA,2019,10,21.39,5.1
LOUISIANA,2019,11,12.31,1.69
LOUISIANA,2019,12,11.74,2.18
LOUISIANA,2020,1,11.67,6.18
LOUISIANA,2020,2,11.71,5.52
LOUISIANA,2020,3,18.86,3.97
LOUISIANA,2020,4,18.78,4.81
LOUISIANA,2020,5,22.24,4.36
LOUISIANA,2020,6,25.98,5.0
LOUISIANA,2020,7,27.48,4.39
LOUISIANA,2020,8,28.14,5.45
LOUISIANA,2020,9,24.78,4.17
LOUISIANA,2020,10,19.41,6.95
LOUISIANA,2020,11,15.28,3.57
LOUISIANA,2020,12,9.36,5.16
LOUISIANA,2021,1,9.15,3.34
LOUISIANA,2021,2,7.44,4.49
LOUISIANA,2021,3,15.72,4.34
LOUISIANA,2021,4,17.89,8.87
LOUISIANA,2021,5,21.97,8.63
LOUISIANA,2021,6,25.94,4.77
LOUISIANA,2021,7,27.14,5.45
LOUISIANA,2021,8,27.12,4.05
LOUISIANA,2021,9,24.44,7.77
LOUISIANA,2021,10,21.31,1.9
LOUISIANA,2021,11,13.11,0.89
LOUISIANA,2021,12,16.0,2.54
LOUISIANA,2022,1,7.74,2.28
LOUISIANA,2022,2,10.06,2.08
LOUISIANA,2022,3,14.71,5.84
LOUISIANA,2022,4,19.15,3.95
LOUISIANA,2022,5,25.25,4.17
LOUISIANA,2022,6,28.89,2.64
LOUISIANA,2022,7,29.57,3.63
LOUISIANA,2022,8,27.56,8.81
LOUISIANA,2022,9,24.71,0.95
LOUISIANA,2022,10,20.17,0.71
LOUISIANA,2022,11,14.51,6.15
LOUISIANA,2022,12,11.51,6.94
LOUISIANA,2023,1,12.37,6.93
LOUISIANA,2023,2,13.99,3.35
LOUISIANA,2023,3,16.61,2.85
LOUISIANA,2023,4,18.61,5.52
LOUISIANA,2023,5,23.66,2.29
LOUISIANA,2023,6,28.63,2.91
LOUISIANA,2023,7,30.86,2.19
LOUISIANA,2023,8,33.28,0.54
LOUISIANA,2023,9,28.83,1.42
LOUISIANA,2023,10,22.1,0.71
LOUISIANA,2023,11,15.04,3.3
LOUISIANA,2023,12,11.06,2.98
LOUISIANA,2024,1,7.7,8.27
LOUISIANA,2024,2,13.11,3.07
LOUISIANA,2024,3,16.22,4.99
LOUISIANA,2024,4,20.03,5.27
LOUISIANA,2024,5,24.61,7.77
LOUISIANA,2024,6,26.99,3.23
LOUISIANA,2024,7,27.68,6.18
LOUISIANA,2024,8,29.3,1.83
LOUISIANA,2024,9,26.06,3.45
LOUISIANA,2024,10,22.65,1.27
LOUISIANA,2024,11,18.16,7.42
LOUISIANA,2024,12,11.95,4.93
LOUISIANA,2025,1,6.42,4.98
LOUISIANA,2025,2,12.34,4.63
LOUISIANA,2025,3,16.42,3.89
LOUISIANA,2025,4,20.9,3.94
LOUISIANA,2025,5,23.46,7.05
LOUISIANA,2025,6,27.11,3.56
LOUISIANA,2025,7,28.79,3.71
LOUISIANA,2025,8,28.83,3.91
LOUISIANA,2025,9,27.19,1.45
LOUISIANA,2025,10,22.66,2.65
LOUISIANA,2025,11,16.73,1.22
LOUISIANA,2025,12,-999.0,-999.0
MAINE,2000,1,-8.63,3.42
MAINE,2000,2,-7.5,2.53
MAINE,2000,3,0.85,3.55
MAINE,2000,4,4.88,5.13
MAINE,2000,5,10.53,3.57
MAINE,2000,6,16.04,2.76
MAINE,2000,7,18.14,3.46
MAINE,2000,8,18.74,1.74
MAINE,2000,9,14.54,1.9
MAINE,2000,10,8.27,3.01
MAINE,2000,11,2.84,2.76
MAINE,2000,12,-6.51,3.68
MAINE,2001,1,-10.59,1.23
MAINE,2001,2,-8.82,2.39
MAINE,2001,3,-3.53,4.25
MAINE,2001,4,4.47,0.82
MAINE,2001,5,12.59,1.33
MAINE,2001,6,18.62,3.44
MAINE,2001,7,19.77,2.27
MAINE,2001,8,22.39,0.94
MAINE,2001,9,16.51,2.71
MAINE,2001,10,10.02,1.49
MAINE,2001,11,4.35,2.18
MAINE,2001,12,-0.96,2.29
MAINE,2002,1,-5.69,2.63
MAINE,2002,2,-5.81,3.16
MAINE,2002,3,-0.97,3.33
MAINE,2002,4,5.28,4.49
MAINE,2002,5,10.25,3.11
MAINE,2002,6,15.66,3.75
MAINE,2002,7,20.11,2.07
MAINE,2002,8,21.49,0.9
MAINE,2002,9,17.34,3.82
MAINE,2002,10,7.24,2.73
MAINE,2002,11,0.66,4.19
MAINE,2002,12,-5.39,3.36
MAINE,2003,1,-12.67,1.01
MAINE,2003,2,-10.87,2.49
MAINE,2003,3,-3.18,3.2
MAINE,2003,4,3.46,1.68
MAINE,2003,5,10.52,2.98
MAINE,2003,6,16.52,2.54
MAINE,2003,7,20.0,1.92
MAINE,2003,8,20.52,2.42
MAINE,2003,9,16.43,4.33
MAINE,2003,10,8.27,6.87
MAINE,2003,11,2.96,3.65
MAINE,2003,12,-3.3,5.17
MAINE,2004,1,-12.74,0.48
MAINE,2004,2,-6.98,1.31
MAINE,2004,3,-0.46,1.26
MAINE,2004,4,4.87,3.12
MAINE,2004,5,11.54,3.58
MAINE,2004,6,15.16,1.93
MAINE,2004,7,19.06,3.04
MAINE,2004,8,19.09,4.38
MAINE,2004,9,15.19,2.16
MAINE,2004,10,9.12,2.2
MAINE,2004,11,2.14,3.5
MAINE,2004,12,-4.9,2.94
MAINE,2005,1,-9.56,1.7
MAINE,2005,2,-6.1,2.05
MAINE,2005,3,-3.1,3.0
MAINE,2005,4,5.76,6.31
MAINE,2005,5,8.84,4.8
MAINE,2005,6,17.65,2.58
MAINE,2005,7,19.54,2.6
MAINE,2005,8,19.89,3.86
MAINE,2005,9,16.56,2.62
MAINE,2005,10,9.2,10.96
MAINE,2005,11,3.24,6.21
MAINE,2005,12,-4.76,3.04
MAINE,2006,1,-3.63,3.23
MAINE,2006,2,-5.54,2.39
MAINE,2006,3,-0.61,0.97
MAINE,2006,4,5.95,1.95
MAINE,2006,5,12.03,4.22
MAINE,2006,6,17.02,7.64
MAINE,2006,7,20.69,3.98
MAINE,2006,8,17.9,2.93
MAINE,2006,9,14.69,2.58
MAINE,2006,10,8.4,6.51
MAINE,2006,11,4.82,4.32
MAINE,2006,12,-1.09,2.64
MAINE,2007,1,-7.35,2.27
MAINE,2007,2,-10.72,1.8
MAINE,2007,3,-2.39,3.46
MAINE,2007,4,3.43,6.71
MAINE,2007,5,11.38,2.58
MAINE,2007,6,16.56,2.09
MAINE,2007,7,19.09,2.11
MAINE,2007,8,19.21,3.08
MAINE,2007,9,16.19,2.05
MAINE,2007,10,10.94,4.4
MAINE,2007,11,1.24,5.51
MAINE,2007,12,-6.81,3.9
MAINE,2008,1,-6.72,2.13
MAINE,2008,2,-6.23,5.67
MAINE,2008,3,-2.52,3.75
MAINE,2008,4,6.05,4.18
MAINE,2008,5,10.75,1.75
MAINE,2008,6,17.08,3.87
MAINE,2008,7,20.42,4.2
MAINE,2008,8,17.59,3.85
MAINE,2008,9,14.84,6.36
MAINE,2008,10,8.08,2.93
MAINE,2008,11,2.66,5.45
MAINE,2008,12,-4.54,4.25
MAINE,2009,1,-11.65,2.17
MAINE,2009,2,-7.36,2.54
MAINE,2009,3,-1.54,2.32
MAINE,2009,4,6.46,3.93
MAINE,2009,5,11.51,3.76
MAINE,2009,6,15.32,6.58
MAINE,2009,7,17.85,6.1
MAINE,2009,8,19.6,3.53
MAINE,2009,9,14.16,1.41
MAINE,2009,10,6.84,4.77
MAINE,2009,11,4.36,4.47
MAINE,2009,12,-4.82,4.3
MAINE,2010,1,-7.17,3.35
MAINE,2010,2,-3.54,3.58
MAINE,2010,3,1.67,5.48
MAINE,2010,4,7.7,2.28
MAINE,2010,5,13.11,1.42
MAINE,2010,6,16.93,4.54
MAINE,2010,7,21.13,2.31
MAINE,2010,8,20.25,2.14
MAINE,2010,9,16.38,4.2
MAINE,2010,10,8.76,5.36
MAINE,2010,11,2.65,5.04
MAINE,2010,12,-3.6,4.9
MAINE,2011,1,-8.86,1.53
MAINE,2011,2,-8.4,2.93
MAINE,2011,3,-1.65,3.93
MAINE,2011,4,5.35,4.99
MAINE,2011,5,11.89,3.84
MAINE,2011,6,15.94,2.7
MAINE,2011,7,20.57,2.02
MAINE,2011,8,19.37,5.57
MAINE,2011,9,16.22,3.26
MAINE,2011,10,9.49,4.47
MAINE,2011,11,4.79,2.46
MAINE,2011,12,-1.53,2.79
MAINE,2012,1,-5.82,2.6
MAINE,2012,2,-4.73,1.26
MAINE,2012,3,2.1,1.58
MAINE,2012,4,6.51,3.72
MAINE,2012,5,12.96,4.7
MAINE,2012,6,16.08,7.13
MAINE,2012,7,20.69,1.35
MAINE,2012,8,20.57,3.77
MAINE,2012,9,15.04,4.54
MAINE,2012,10,10.42,4.01
MAINE,2012,11,1.52,1.03
MAINE,2012,12,-2.74,4.65
MAINE,2013,1,-7.05,1.04
MAINE,2013,2,-5.66,2.87
MAINE,2013,3,-0.21,1.79
MAINE,2013,4,4.83,1.6
MAINE,2013,5,11.92,4.77
MAINE,2013,6,16.79,5.32
MAINE,2013,7,20.85,4.0
MAINE,2013,8,18.72,3.84
MAINE,2013,9,14.54,5.24
MAINE,2013,10,9.51,1.26
MAINE,2013,11,1.27,3.77
MAINE,2013,12,-7.1,3.43
MAINE,2014,1,-8.17,3.02
MAINE,2014,2,-7.59,3.15
MAINE,2014,3,-6.05,3.6
MAINE,2014,4,4.48,2.86
MAINE,2014,5,11.29,3.79
MAINE,2014,6,17.05,4.66
MAINE,2014,7,20.02,5.87
MAINE,2014,8,18.8,3.24
MAINE,2014,9,15.08,1.12
MAINE,2014,10,10.78,5.58
MAINE,2014,11,1.25,3.24
MAINE,2014,12,-2.42,5.09
MAINE,2015,1,-9.66,3.05
MAINE,2015,2,-14.75,1.78
MAINE,2015,3,-5.44,1.38
MAINE,2015,4,4.34,3.22
MAINE,2015,5,13.27,1.78
MAINE,2015,6,15.04,5.29
MAINE,2015,7,19.24,2.31
MAINE,2015,8,20.95,3.23
MAINE,2015,9,18.22,6.32
MAINE,2015,10,8.03,2.79
MAINE,2015,11,4.07,2.08
MAINE,2015,12,0.38,4.24
MAINE,2016,1,-5.98,2.63
MAINE,2016,2,-3.55,4.3
MAINE,2016,3,-0.05,3.2
MAINE,2016,4,3.73,2.42
MAINE,2016,5,11.67,1.91
MAINE,2016,6,16.25,3.21
MAINE,2016,7,20.7,2.38
MAINE,2016,8,21.3,2.58
MAINE,2016,9,17.13,1.27
MAINE,2016,10,9.72,3.89
MAINE,2016,11,3.82,3.91
MAINE,2016,12,-5.13,3.86
MAINE,2017,1,-5.52,3.34
MAINE,2017,2,-5.86,3.42
MAINE,2017,3,-3.66,2.36
MAINE,2017,4,6.66,3.7
MAINE,2017,5,10.81,4.97
MAINE,2017,6,17.14,2.67
MAINE,2017,7,19.44,2.01
MAINE,2017,8,19.08,2.26
MAINE,2017,9,17.72,2.52
MAINE,2017,10,13.05,5.92
MAINE,2017,11,1.89,2.43
MAINE,2017,12,-7.87,3.35
MAINE,2018,1,-8.49,4.16
MAINE,2018,2,-3.32,3.19
MAINE,2018,3,-0.97,2.49
MAINE,2018,4,3.84,4.21
MAINE,2018,5,12.76,1.37
MAINE,2018,6,16.18,3.94
MAINE,2018,7,21.13,2.45
MAINE,2018,8,21.7,2.67
MAINE,2018,9,16.85,3.46
MAINE,2018,10,7.04,4.13
MAINE,2018,11,-0.75,6.08
MAINE,2018,12,-5.31,3.58
MAINE,2019,1,-8.55,4.86
MAINE,2019,2,-7.61,2.63
MAINE,2019,3,-2.66,2.23
MAINE,2019,4,5.13,4.26
MAINE,2019,5,9.75,3.76
MAINE,2019,6,15.83,5.21
MAINE,2019,7,20.99,2.41
MAINE,2019,8,19.16,4.54
MAINE,2019,9,15.02,2.29
MAINE,2019,10,9.67,6.2
MAINE,2019,11,-0.5,3.32
MAINE,2019,12,-3.99,4.14
MAINE,2020,1,-5.59,2.29
MAINE,2020,2,-5.94,2.58
MAINE,2020,3,0.17,2.25
MAINE,2020,4,3.87,4.45
MAINE,2020,5,11.02,2.09
MAINE,2020,6,17.76,2.77
MAINE,2020,7,21.6,2.85
MAINE,2020,8,20.75,2.25
MAINE,2020,9,16.14,0.94
MAINE,2020,10,8.85,5.8
MAINE,2020,11,4.21,4.58
MAINE,2020,12,-1.83,4.28
MAINE,2021,1,-5.62,1.71
MAINE,2021,2,-6.87,2.46
MAINE,2021,3,-0.5,1.52
MAINE,2021,4,6.66,3.09
MAINE,2021,5,12.46,1.72
MAINE,2021,6,19.4,1.12
MAINE,2021,7,18.85,5.58
MAINE,2021,8,21.49,1.92
MAINE,2021,9,17.0,5.28
MAINE,2021,10,11.53,3.88
MAINE,2021,11,2.91,2.89
MAINE,2021,12,-2.82,2.75
MAINE,2022,1,-9.62,2.21
MAINE,2022,2,-5.53,3.41
MAINE,2022,3,-0.37,2.95
MAINE,2022,4,5.46,4.37
MAINE,2022,5,12.76,1.44
MAINE,2022,6,16.55,2.38
MAINE,2022,7,21.66,2.51
MAINE,2022,8,21.76,3.33
MAINE,2022,9,15.81,4.1
MAINE,2022,10,10.69,5.28
MAINE,2022,11,4.32,4.1
MAINE,2022,12,-1.55,4.42
MAINE,2023,1,-3.92,5.07
MAINE,2023,2,-6.03,1.5
MAINE,2023,3,0.02,1.98
MAINE,2023,4,5.77,3.31
MAINE,2023,5,11.87,3.93
MAINE,2023,6,15.78,5.13
MAINE,2023,7,21.29,4.31
MAINE,2023,8,18.68,5.32
MAINE,2023,9,17.18,3.48
MAINE,2023,10,11.74,4.36
MAINE,2023,11,1.22,2.41
MAINE,2023,12,-1.58,7.72
MAINE,2024,1,-5.96,3.68
MAINE,2024,2,-3.82,1.02
MAINE,2024,3,0.66,7.78
MAINE,2024,4,5.41,3.18
MAINE,2024,5,13.23,2.37
MAINE,2024,6,18.57,4.44
MAINE,2024,7,21.49,3.34
MAINE,2024,8,19.95,3.64
MAINE,2024,9,17.06,1.26
MAINE,2024,10,10.05,1.37
MAINE,2024,11,4.63,2.36
MAINE,2024,12,-3.26,4.41
MAINE,2025,1,-7.41,1.75
MAINE,2025,2,-8.43,2.43
MAINE,2025,3,0.23,3.36
MAINE,2025,4,5.5,4.03
MAINE,2025,5,11.75,4.88
MAINE,2025,6,17.5,2.48
MAINE,2025,7,21.07,1.38
MAINE,2025,8,20.73,1.19
MAINE,2025,9,16.89,2.47
MAINE,2025,10,10.78,2.62
MAINE,2025,11,2.3,2.49
MAINE,2025,12,-999.0,-999.0
MARYLAND,2000,1,-0.81,2.75
MARYLAND,2000,2,1.88,1.84
MARYLAND,2000,3,8.1,4.05
MARYLAND,2000,4,10.98,3.85
MARYLAND,2000,5,17.74,2.55
MARYLAND,2000,6,22.1,4.26
MARYLAND,2000,7,22.76,5.28
MARYLAND,2000,8,22.82,3.52
MARYLAND,2000,9,18.58,4.57
MARYLAND,2000,10,13.75,0.16
MARYLAND,2000,11,6.32,1.71
MARYLAND,2000,12,-1.39,2.32
MARYLAND,2001,1,-0.74,2.46
MARYLAND,2001,2,2.35,1.85
MARYLAND,2001,3,4.14,4.16
MARYLAND,2001,4,12.18,1.54
MARYLAND,2001,5,17.15,3.61
MARYLAND,2001,6,22.7,4.24
MARYLAND,2001,7,23.61,3.68
MARYLAND,2001,8,25.29,3.95
MARYLAND,2001,9,19.53,2.16
MARYLAND,2001,10,13.95,0.72
MARYLAND,2001,11,10.88,0.94
MARYLAND,2001,12,5.43,1.43
MARYLAND,2002,1,2.63,1.61
MARYLAND,2002,2,3.75,0.45
MARYLAND,2002,3,6.97,3.32
MARYLAND,2002,4,13.56,2.75
MARYLAND,2002,5,17.23,2.75
MARYLAND,2002,6,23.95,2.32
MARYLAND,2002,7,26.9,2.12
MARYLAND,2002,8,26.83,2.54
MARYLAND,2002,9,21.7,3.22
MARYLAND,2002,10,13.87,5.03
MARYLAND,2002,11,6.51,3.91
MARYLAND,2002,12,0.06,3.87
MARYLAND,2003,1,-2.6,2.02
MARYLAND,2003,2,-1.38,6.22
MARYLAND,2003,3,5.74,3.4
MARYLAND,2003,4,10.53,2.6
MARYLAND,2003,5,15.11,5.71
MARYLAND,2003,6,20.54,6.27
MARYLAND,2003,7,23.64,4.57
MARYLAND,2003,8,24.09,4.15
MARYLAND,2003,9,19.85,6.76
MARYLAND,2003,10,12.41,3.48
MARYLAND,2003,11,9.69,4.09
MARYLAND,2003,12,1.2,3.99
MARYLAND,2004,1,-2.84,1.46
MARYLAND,2004,2,0.21,1.94
MARYLAND,2004,3,6.54,1.79
MARYLAND,2004,4,11.58,4.52
MARYLAND,2004,5,19.9,3.39
MARYLAND,2004,6,21.43,4.26
MARYLAND,2004,7,24.71,4.61
MARYLAND,2004,8,23.53,3.5
MARYLAND,2004,9,21.42,4.37
MARYLAND,2004,10,13.67,1.04
MARYLAND,2004,11,8.92,3.6
MARYLAND,2004,12,2.74,2.29
MARYLAND,2005,1,0.43,2.91
MARYLAND,2005,2,1.64,1.72
MARYLAND,2005,3,3.62,3.35
MARYLAND,2005,4,11.73,3.4
MARYLAND,2005,5,14.78,2.89
MARYLAND,2005,6,22.91,2.26
MARYLAND,2005,7,26.17,4.4
MARYLAND,2005,8,26.53,2.32
MARYLAND,2005,9,23.35,0.27
MARYLAND,2005,10,14.58,5.64
MARYLAND,2005,11,8.55,2.14
MARYLAND,2005,12,-0.18,2.41
MARYLAND,2006,1,3.73,2.49
MARYLAND,2006,2,1.43,1.54
MARYLAND,2006,3,6.14,0.13
MARYLAND,2006,4,13.24,2.52
MARYLAND,2006,5,17.5,1.6
MARYLAND,2006,6,22.91,7.22
MARYLAND,2006,7,25.45,2.6
MARYLAND,2006,8,26.54,0.98
MARYLAND,2006,9,19.21,5.03
MARYLAND,2006,10,13.08,3.36
MARYLAND,2006,11,9.0,4.31
MARYLAND,2006,12,4.92,1.54
MARYLAND,2007,1,3.07,2.29
MARYLAND,2007,2,-3.29,2.72
MARYLAND,2007,3,5.95,3.08
MARYLAND,2007,4,10.27,3.85
MARYLAND,2007,5,17.68,1.02
MARYLAND,2007,6,23.16,2.46
MARYLAND,2007,7,25.94,1.86
MARYLAND,2007,8,26.45,2.83
MARYLAND,2007,9,22.36,0.82
MARYLAND,2007,10,18.02,3.98
MARYLAND,2007,11,7.18,1.28
MARYLAND,2007,12,2.9,3.34
MARYLAND,2008,1,1.01,1.21
MARYLAND,2008,2,2.38,3.18
MARYLAND,2008,3,6.61,2.51
MARYLAND,2008,4,12.62,4.2
MARYLAND,2008,5,16.01,5.98
MARYLAND,2008,6,23.28,3.99
MARYLAND,2008,7,25.21,2.99
MARYLAND,2008,8,24.22,1.41
MARYLAND,2008,9,21.42,5.09
MARYLAND,2008,10,12.96,1.25
MARYLAND,2008,11,6.5,2.61
MARYLAND,2008,12,2.46,3.06
MARYLAND,2009,1,-1.96,2.02
MARYLAND,2009,2,1.7,0.44
MARYLAND,2009,3,5.6,1.75
MARYLAND,2009,4,12.0,4.08
MARYLAND,2009,5,17.45,5.33
MARYLAND,2009,6,21.79,5.02
MARYLAND,2009,7,23.99,2.43
MARYLAND,2009,8,25.39,4.71
MARYLAND,2009,9,19.61,3.19
MARYLAND,2009,10,13.16,5.03
MARYLAND,2009,11,9.05,3.7
MARYLAND,2009,12,0.55,5.78
MARYLAND,2010,1,-1.31,1.95
MARYLAND,2010,2,-2.48,3.35
MARYLAND,2010,3,7.64,4.24
MARYLAND,2010,4,13.57,1.75
MARYLAND,2010,5,18.33,2.54
MARYLAND,2010,6,24.99,1.68
MARYLAND,2010,7,27.42,3.67
MARYLAND,2010,8,25.69,3.75
MARYLAND,2010,9,22.56,6.37
MARYLAND,2010,10,13.65,2.91
MARYLAND,2010,11,7.4,1.82
MARYLAND,2010,12,-1.34,1.71
MARYLAND,2011,1,-2.33,1.75
MARYLAND,2011,2,2.24,2.1
MARYLAND,2011,3,5.63,4.0
MARYLAND,2011,4,13.33,3.95
MARYLAND,2011,5,18.77,2.37
MARYLAND,2011,6,23.66,1.93
MARYLAND,2011,7,27.85,2.79
MARYLAND,2011,8,25.08,7.59
MARYLAND,2011,9,20.48,7.91
MARYLAND,2011,10,12.94,3.09
MARYLAND,2011,11,9.02,2.6
MARYLAND,2011,12,4.82,3.42
MARYLAND,2012,1,2.11,1.63
MARYLAND,2012,2,4.0,2.12
MARYLAND,2012,3,10.96,1.0
MARYLAND,2012,4,12.06,1.87
MARYLAND,2012,5,20.0,2.94
MARYLAND,2012,6,23.29,2.58
MARYLAND,2012,7,27.95,3.17
MARYLAND,2012,8,25.59,3.4
MARYLAND,2012,9,20.61,2.87
MARYLAND,2012,10,14.28,6.8
MARYLAND,2012,11,5.0,0.7
MARYLAND,2012,12,4.8,2.93
MARYLAND,2013,1,1.55,2.81
MARYLAND,2013,2,0.76,1.81
MARYLAND,2013,3,3.42,2.49
MARYLAND,2013,4,12.13,2.32
MARYLAND,2013,5,17.08,2.41
MARYLAND,2013,6,22.75,6.85
MARYLAND,2013,7,25.45,3.88
MARYLAND,2013,8,23.56,2.43
MARYLAND,2013,9,20.32,1.1
MARYLAND,2013,10,14.84,4.49
MARYLAND,2013,11,5.68,2.29
MARYLAND,2013,12,2.45,4.16
MARYLAND,2014,1,-2.84,2.12
MARYLAND,2014,2,-1.56,3.72
MARYLAND,2014,3,2.45,3.3
MARYLAND,2014,4,10.84,5.32
MARYLAND,2014,5,17.75,3.48
MARYLAND,2014,6,22.42,3.05
MARYLAND,2014,7,24.14,2.67
MARYLAND,2014,8,23.43,3.89
MARYLAND,2014,9,21.02,1.85
MARYLAND,2014,10,14.83,2.79
MARYLAND,2014,11,5.63,2.7
MARYLAND,2014,12,3.14,2.93
MARYLAND,2015,1,-1.53,3.06
MARYLAND,2015,2,-4.21,1.66
MARYLAND,2015,3,3.29,3.5
MARYLAND,2015,4,12.02,3.02
MARYLAND,2015,5,19.56,2.06
MARYLAND,2015,6,23.03,8.27
MARYLAND,2015,7,24.69,2.97
MARYLAND,2015,8,24.82,1.91
MARYLAND,2015,9,22.57,3.62
MARYLAND,2015,10,13.18,2.97
MARYLAND,2015,11,10.26,2.19
MARYLAND,2015,12,8.75,3.75
MARYLAND,2016,1,-0.99,2.9
MARYLAND,2016,2,1.98,3.79
MARYLAND,2016,3,9.0,1.33
MARYLAND,2016,4,11.43,1.56
MARYLAND,2016,5,16.02,4.55
MARYLAND,2016,6,22.33,3.37
MARYLAND,2016,7,26.89,4.41
MARYLAND,2016,8,26.78,2.43
MARYLAND,2016,9,23.01,4.0
MARYLAND,2016,10,15.25,1.08
